Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
My Patients - Add Schedule,Chrome 72.0.3626.109,,2019-02-20 11:03:40,2019-02-20 11:04:54,"1m - 14,044s",PASSED
,,,,,,
Test Cases/My Patients - AddSchedule/Create Schedule,Chrome 72.0.3626.109,,2019-02-20 11:03:42,2019-02-20 11:04:52,"1m - 10,797s",PASSED
"callTestCase(findTestCase(""Login/Verify Successful Login""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.109,,2019-02-20 11:03:44,2019-02-20 11:04:09,"25,395s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-20 11:04:09,2019-02-20 11:04:09,"0,130s",PASSED
maximizeWindow(),Chrome 72.0.3626.109,,2019-02-20 11:04:09,2019-02-20 11:04:09,"0,044s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-20 11:04:09,2019-02-20 11:04:09,"0,039s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:04:09,2019-02-20 11:04:12,"3,019s",PASSED
"waitForElementPresent(findTestObject(""ClientPage/HomeLink""), 100)",Chrome 72.0.3626.109,,2019-02-20 11:04:12,2019-02-20 11:04:12,"0,098s",PASSED
"click(findTestObject(""ClientPage/HomeLink""))",Chrome 72.0.3626.109,,2019-02-20 11:04:12,2019-02-20 11:04:14,"1,819s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:04:14,2019-02-20 11:04:16,"2,006s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.109,,2019-02-20 11:04:16,2019-02-20 11:04:16,"0,049s",PASSED
"waitForElementPresent(findTestObject(""HomePage/RequestTab""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:04:16,2019-02-20 11:04:16,"0,098s",PASSED
"click(findTestObject(""HomePage/RequestTab""))",Chrome 72.0.3626.109,,2019-02-20 11:04:16,2019-02-20 11:04:17,"0,394s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:04:17,2019-02-20 11:04:19,"2,003s",PASSED
"waitForElementPresent(findTestObject(""HomePage/SearchText""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:04:19,2019-02-20 11:04:19,"0,462s",PASSED
"setText(findTestObject(""HomePage/SearchText""), G_Patient)",Chrome 72.0.3626.109,,2019-02-20 11:04:19,2019-02-20 11:04:20,"0,957s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:04:20,2019-02-20 11:04:23,"3,002s",PASSED
"waitForElementPresent(findTestObject(""HomePage/ClientLink""), 100)",Chrome 72.0.3626.109,,2019-02-20 11:04:23,2019-02-20 11:04:23,"0,091s",PASSED
"click(findTestObject(""HomePage/ClientLink""))",Chrome 72.0.3626.109,,2019-02-20 11:04:23,2019-02-20 11:04:26,"2,761s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:04:26,2019-02-20 11:04:28,"2,003s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.109,,2019-02-20 11:04:28,2019-02-20 11:04:28,"0,041s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/button_Add Schedule""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:04:28,2019-02-20 11:04:28,"0,073s",PASSED
"click(findTestObject(""My Patients - AddSchedule/button_Add Schedule""))",Chrome 72.0.3626.109,,2019-02-20 11:04:28,2019-02-20 11:04:28,"0,359s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/FilterBySubServices""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:04:28,2019-02-20 11:04:29,"0,123s",PASSED
"click(findTestObject(""My Patients - AddSchedule/FilterBySubServices""))",Chrome 72.0.3626.109,,2019-02-20 11:04:29,2019-02-20 11:04:29,"0,304s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:04:29,2019-02-20 11:04:31,"2,003s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/ServiceTypeList""), 50)",Chrome 72.0.3626.109,,2019-02-20 11:04:31,2019-02-20 11:04:31,"0,070s",PASSED
"click(findTestObject(""My Patients - AddSchedule/ServiceTypeList""))",Chrome 72.0.3626.109,,2019-02-20 11:04:31,2019-02-20 11:04:31,"0,431s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:04:31,2019-02-20 11:04:33,"2,004s",PASSED
"focus(findTestObject(""My Patients - AddSchedule/ServiceTypeList""), STOP_ON_FAILURE)",Chrome 72.0.3626.109,,2019-02-20 11:04:33,2019-02-20 11:04:34,"0,207s",PASSED
"sendKeys(findTestObject(""My Patients - AddSchedule/ServiceTypeList""), Keys.chord(ARROW_DOWN, ARROW_DOWN, ARROW_DOWN, ARROW_DOWN, ARROW_DOWN, ENTER))",Chrome 72.0.3626.109,,2019-02-20 11:04:34,2019-02-20 11:04:34,"0,274s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/StartTime""), 60)",Chrome 72.0.3626.109,,2019-02-20 11:04:34,2019-02-20 11:04:34,"0,110s",PASSED
"clearText(findTestObject(""My Patients - AddSchedule/StartTime""))",Chrome 72.0.3626.109,,2019-02-20 11:04:34,2019-02-20 11:04:34,"0,236s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:04:34,2019-02-20 11:04:37,"3,002s",PASSED
"click(findTestObject(""My Patients - AddSchedule/StartTime""))",Chrome 72.0.3626.109,,2019-02-20 11:04:37,2019-02-20 11:04:37,"0,252s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:04:37,2019-02-20 11:04:39,"2,003s",PASSED
"setText(findTestObject(""My Patients - AddSchedule/StartTime""), G_StartTime)",Chrome 72.0.3626.109,,2019-02-20 11:04:39,2019-02-20 11:04:40,"0,626s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 11:04:40,2019-02-20 11:04:43,"3,003s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/EndTime""), 60)",Chrome 72.0.3626.109,,2019-02-20 11:04:43,2019-02-20 11:04:43,"0,072s",PASSED
"clearText(findTestObject(""My Patients - AddSchedule/EndTime""))",Chrome 72.0.3626.109,,2019-02-20 11:04:43,2019-02-20 11:04:43,"0,263s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:04:43,2019-02-20 11:04:45,"2,003s",PASSED
"click(findTestObject(""My Patients - AddSchedule/EndTime""))",Chrome 72.0.3626.109,,2019-02-20 11:04:45,2019-02-20 11:04:46,"0,216s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 11:04:46,2019-02-20 11:04:48,"2,003s",PASSED
"setText(findTestObject(""My Patients - AddSchedule/EndTime""), G_EndTime)",Chrome 72.0.3626.109,,2019-02-20 11:04:48,2019-02-20 11:04:48,"0,397s",PASSED
"waitForElementPresent(findTestObject(""My Patients - AddSchedule/SaveButton""), 100)",Chrome 72.0.3626.109,,2019-02-20 11:04:48,2019-02-20 11:04:48,"0,088s",PASSED
"click(findTestObject(""My Patients - AddSchedule/SaveButton""))",Chrome 72.0.3626.109,,2019-02-20 11:04:48,2019-02-20 11:04:48,"0,289s",PASSED
waitForPageLoad(100),Chrome 72.0.3626.109,,2019-02-20 11:04:48,2019-02-20 11:04:48,"0,051s",PASSED
delay(4),Chrome 72.0.3626.109,,2019-02-20 11:04:48,2019-02-20 11:04:52,"4,003s",PASSED
